,0
0,-0.1696124407409792
1,-0.21405192968229106
2,-0.2523227185307647
3,-0.38474818778855285
4,-0.24121869405484103
5,1.4045974299483914
6,0.9000137472495339
7,1.8460994294442212
8,1.1181415955248786
9,0.9665362064109889
10,8.712826703536795
11,12.747363998764643
12,12.071237147795655
13,43.62665963747434
14,109.23356959513012
15,150.74841797422664
16,252.40185653881286
17,337.45278495056345
18,412.7720873290566
19,502.3922862251926
20,629.8611396104887
21,734.0901396871018
22,963.1104909045968
23,1244.1008067322641
24,1363.9094647534635
25,1592.3928724018933
26,1833.3994014996638
27,2094.6490369188723
28,2306.540966791925
29,2520.716098946304
30,2714.7373887417343
31,2815.8523087616895
32,2879.2067703665516
33,2852.971412633675
34,2902.495575437128
35,2940.3804557659532
36,3009.2750260251373
37,3004.655734739472
38,3034.073740118818
39,3050.9696195410324
40,3041.111935165856
41,3011.915285586403
42,2957.401523207709
43,2869.5601101341044
44,2662.5381427338425
45,2638.191057683689
46,2540.503491107843
47,2489.1872800671085
48,2407.2627820425014
49,2183.5525969303017
50,2022.6037876724945
51,1997.4538019640659
52,2036.7506730032455
53,2025.2129307252872
54,2075.9681805446853
55,2135.904408959381
56,2281.873504744219
57,2185.6429229958876
58,2150.4814487256103
59,1946.7474088005015
60,1744.9322943946572
61,1515.581004595138
62,1404.8806226964498
63,1338.5062331862337
64,1206.4666474448436
65,1082.7546161070507
66,1008.0591886618911
67,827.6666389958199
68,701.0694124396271
69,578.8309952345296
70,483.478150214003
71,418.16737301412627
72,371.7619821056814
73,265.9403109306679
74,208.94318768774934
75,100.62930483739468
76,50.93028605594898
77,2.6945759330484385
78,1.0245945691368181
79,0.16241768256036504
80,0.04624115713877275
81,-0.49180183857717413
82,-0.5679966909986559
83,-0.6397002533300906
84,-0.3941822598055445
85,2.026366257670216
86,1.9971479110510846
87,1.951681713779828
88,1.9196653529768593
89,0.4088475087238605
90,2.2753909517134927
91,1.4407978631816805
92,0.9651518906388318
93,28.217340558165844
94,18.76282370024543
95,18.615225932422046
96,2.309244845824906
97,8.061322786372937
98,8.183695525485634
99,11.995005794264355
100,12.118960698368605
101,12.067804878516398
102,15.42840811131447
103,18.977882054604663
104,17.87422600402215
105,18.852485696145948
106,17.761084872160733
107,21.26536851117316
108,75.94102132852883
109,167.78137330682972
110,229.41449960985642
111,350.9806657884239
112,496.71576270510513
113,702.6669201294816
114,868.0805988829876
115,982.0660787282801
116,1103.049402954648
117,1252.5875177208322
118,1454.9507258853553
119,1583.755175291214
120,1644.5554812393423
121,1779.713169400027
122,1940.0373062678873
123,2062.5582458199106
124,2246.036808835893
125,2524.794648165177
126,2801.6573329896746
127,3050.148382958376
128,3240.433285714198
129,3460.1606029506224
130,3610.1772552127604
131,3727.196783306752
132,3738.0178261018586
133,3766.0256909453847
134,3830.845343104205
135,3912.1656137565583
136,3976.8697591139726
137,3966.5862414223093
138,4026.3128444240037
139,4040.250633121479
140,3943.149068048153
141,3866.2002503625895
142,3749.0099239356596
143,3783.9179950246717
144,3669.507184506463
145,3515.3513876317465
146,3461.8103245239136
147,3529.934184275331
148,3632.014553570327
149,3425.1691171402877
150,3451.951422363788
151,3487.344523632545
152,3287.7818836556007
153,3118.122828788759
154,3117.5088133428694
155,3054.3371264016077
156,2952.6142201198186
157,2764.364777998897
158,2682.5033837899505
159,2558.577465252596
160,2315.449681400413
161,1935.1990856850052
162,1653.994306848369
163,1398.2358654868983
164,1096.759613667705
165,846.3823442893439
166,680.6590937535225
167,636.3839531912836
168,518.0798966712313
169,414.5605306789739
170,351.6851064883932
171,223.39906545744833
172,176.0395277976221
173,125.34591984566376
174,66.01144046135224
175,14.760001910874642
176,17.975840212210276
177,17.882994405687633
178,13.383827931182278
179,7.3770935317106705
180,8.932349278583569
181,8.696938375011973
182,9.991867987057399
183,10.182512803308763
184,9.261901520152836
185,0.06409410304685736
186,-1.8131824972060693
187,-1.0659256285656205
188,1.6969268673608455
189,10.338167974016745
190,4.370050102387367
191,5.0718301049402905
192,-2.537079395710533
193,-2.4299141221368807
194,0.05260055499171788
195,0.10078275522080596
196,0.3102852082221999
197,0.44179272520406565
198,0.3742707297093676
199,0.5547473685722292
200,4.187662845973654
201,15.677195846001505
202,46.1500683703963
203,92.36180210951312
204,160.70822915286902
205,214.9386340845998
206,291.44823822081855
207,368.47122493501195
208,504.13300891924894
209,652.6220736729617
210,835.2131761642318
211,976.2551591479851
212,1138.2947514666305
213,1552.8061138379012
214,1928.4645051822113
215,2193.066367334008
216,2461.1467147159847
217,2755.7776903264257
218,3083.9791693768457
219,3337.120051896749
220,3571.2138866543746
221,3833.0326600930352
222,4107.544552281139
223,4296.400423777237
224,4450.445522822776
225,4609.605438848759
226,4730.979313881456
227,4806.35021847403
228,4837.020622088359
229,4931.363635547539
230,4984.843585002984
231,5034.456064302545
232,5021.648486336783
233,5030.398929461147
234,4987.625827609443
235,4977.663046773079
236,4917.563918662201
237,4790.661514246835
238,4592.532756909914
239,4438.418258718437
240,4143.061760880976
241,3999.768733434841
242,3918.668964074368
243,3860.0898354996207
244,3786.5150748857986
245,3637.094062295939
246,3641.4075032612864
247,3532.8900205479927
248,3386.326327009274
249,3153.835043150283
250,2989.7817217406205
251,2774.3429893464145
252,2426.712832117805
253,2142.0019931554
254,1891.8743437764788
255,1612.093715512105
256,1383.9677469234996
257,1224.7121626912592
258,1068.95812038642
259,991.3912972035703
260,820.4346234628483
261,665.32464898015
262,562.4238651733135
263,479.15589789940134
264,446.9914684095375
265,345.11257859053114
266,276.5775672569385
267,235.40438034604344
268,159.89627354321738
269,115.50847895523471
270,74.37411562876395
271,33.94282066717491
272,11.051553001997942
273,1.7210118265567071
274,1.2283909459562212
275,0.23163162584651265
276,0.05431661765207077
277,0.039829898225817145
278,0.071128689066592
279,0.051211499928200344
280,0.1387881312689049
281,0.13460673404172185
282,0.12331642173344831
283,0.12681750966906544
284,0.1261318844940822
285,-0.10679506824527768
286,-0.11487544724440425
287,0.02898956952447616
288,0.10779100311715743
289,0.12003066013013435
290,0.1372864337776935
291,0.13245417991270314
292,0.09345175065892805
293,0.11505674627012068
294,3.839427132933
295,5.067121975512376
296,8.61816523846013
297,8.189097085826248
298,39.5238997393893
299,61.591779723353405
300,92.450399715456
301,125.68726608247005
302,177.5692502785859
303,246.34405353182444
304,404.2757699676957
305,446.8913309955698
306,548.0201871685078
307,717.4009100966755
308,932.1628117675357
309,1214.001203987857
310,1574.1501661349444
311,1875.5175949275485
312,2200.6617523644527
313,2565.9174911739783
314,3079.01754454659
315,3336.9266660077774
316,3558.6647907356073
317,3709.179660858953
318,4059.9651018651302
319,4258.921035351882
320,4340.249887496326
321,4513.621320916862
322,4377.946710867558
323,4116.731334266106
324,3902.82931840753
325,3898.104044356879
326,4001.658484513464
327,3906.395689566727
328,3799.267869195247
329,3585.419890127245
330,3407.33563888061
331,3475.280643458821
332,3614.801235447904
333,3745.8562439784064
334,3772.931519459167
335,3678.1473937369155
336,3436.3757520973413
337,3438.840821229866
338,3291.1350804144804
339,3373.849756888656
340,3096.197330778743
341,3047.467372408382
342,2948.7156108836252
343,2967.8457648015437
344,3067.785496626977
345,3249.090739378239
346,3251.8411382169134
347,3227.1502581096784
348,3115.0846200899796
349,2837.7555952633684
350,2689.9362488819806
351,2537.1956821004446
352,2275.059965729073
353,2002.9085197028087
354,1763.638470098794
355,1509.7425566131974
356,1104.304191506469
357,838.4517672308245
358,558.9185055809344
359,453.8767391822302
360,399.37593900281513
361,303.828171088392
362,263.4536370626993
363,195.26149169781553
364,187.66568811982748
365,123.284138738677
366,60.387841114030486
367,48.38792155581467
368,27.976572318734956
369,-5.274719706128025
370,-7.003842979609065
371,-2.269606733714991
372,0.9663989807913989
373,-0.06267515121243883
374,-0.38369114345533134
375,-0.26813858544827507
376,-1.4959880757196848
377,-3.005701704255363
378,-0.6227461701634059
379,-8.846448704223647
380,-5.888549506289763
381,-0.16011200009338708
382,-5.992673913440329
383,-8.325914911230342
384,1.5378056657613044
385,-0.835636552871543
386,-0.944583237917469
387,-1.3916880952143689
388,-1.3310823607784172
389,-1.1280571533986816
390,8.336971069496323
391,12.713886799240179
392,20.99391138434258
393,80.51308616789848
394,94.63946779957334
395,139.6388421317957
396,201.78025373214473
397,295.63781410071107
398,392.11249747655575
399,441.48427114756464
400,471.5379629342025
401,587.795812345091
402,659.8156569242158
403,834.8896689435464
404,1104.0265445811228
405,1370.684228290321
406,1708.063801170342
407,2167.4255736410346
408,2417.0353840436937
409,2776.319425215507
410,3096.665448456572
411,3282.026584806925
412,3375.9352431800517
413,3620.507036385663
414,3908.19256066254
415,4234.790223514043
416,4398.071765090272
417,4573.627704859874
418,4649.07095633951
419,4668.444731701133
420,4695.32736104242
421,4666.482927913956
422,4729.042714195173
423,4784.600582452933
424,4858.131319702731
425,4800.747332556942
426,4802.949637823306
427,4819.482741852311
428,4801.682587571133
429,4805.964530360239
430,4798.794886026086
431,4786.399978152493
432,4749.887815220811
433,4722.852787287937
434,4689.7187742816595
435,4589.918931725038
436,4406.7068302591915
437,4197.172651622723
438,4039.4925000120616
439,3919.2810609416865
440,3709.9380880267927
441,3560.0060624927028
442,3448.8795150098426
443,3315.5699946466584
444,3061.7594148985654
445,2863.451547283352
446,2703.3644734377713
447,2485.0964675036957
448,2216.5527970194744
449,1878.8100785030138
450,1752.449592889122
451,1496.039025545944
452,1259.83600913402
453,993.4623493244751
454,765.2242781540056
455,621.7326736480309
456,479.4343757465715
457,399.43619415538365
458,337.0717350111116
459,274.01841276533725
460,224.858864855643
461,184.86149512812202
462,119.1258078533567
463,75.13454714007923
464,45.01863417464195
465,10.698569707983317
466,1.6589891592480521
467,0.6203506787040016
468,0.8368539459786174
469,-0.09332773555537417
470,-0.19262507985295624
471,-0.13936151712053396
472,0.46164260987715433
473,0.4767538198339548
474,-0.16306809556219198
475,-0.19968319530029985
476,-0.18433489223467903
477,-0.6435036657055329
478,-0.09813413330633493
479,-0.019145985255570944
480,-0.3016139997210793
481,-0.0600794315407871
482,0.03326226047164377
483,-0.3723462600505239
484,-0.7233628401629854
485,-0.5310245803460379
486,0.9272440295329678
487,9.744512155547365
488,16.442924311493453
489,62.69085780286781
490,100.28790836512172
491,144.73423802347793
492,198.2861477689819
493,256.2628554433119
494,328.26816378945864
495,468.6274966866458
496,595.9466572197834
497,754.471171763191
498,925.9647610317269
499,1086.6517740502277
500,1385.6920937449042
501,1624.2869522780265
502,2095.776611477649
503,2278.7765204891816
504,2508.2292259986534
505,2904.299944600084
506,3230.623314809202
507,3477.8556590481903
508,3662.5775261732633
509,3955.9849652547655
510,4196.057891917159
511,4199.336086524217
512,4244.800028475437
513,4198.412305870863
514,4214.949472732669
515,4073.2200455948655
516,3907.273150543465
517,3950.0236005157694
518,3788.5754465061527
519,3697.4549923951763
520,3549.4727820385137
521,3433.70812277154
522,3348.5354361730297
523,3292.5388162090503
524,3202.4258439514024
525,3148.938535442826
526,3067.0499057785323
527,3073.8696064822107
528,3026.448280964891
529,3047.5086688420224
530,3048.0742822148663
531,2969.4800978438034
532,3068.39359991177
533,3183.4029773796565
534,3287.861878479138
535,3371.2573737457446
536,3394.6948496073246
537,3305.645048536113
538,3198.6329810738475
539,3070.3134051138013
540,2938.1309777964307
541,2757.1395615700994
542,2648.631595216293
543,2333.9352264404192
544,2011.7537712824771
545,1678.0178959503778
546,1426.5504242815512
547,1202.0733057636849
548,999.6222898260921
549,871.9861185155205
550,707.090330758116
551,600.7155265884721
552,487.48355865044994
553,435.51210371723323
554,363.6825130596313
555,287.1672797983841
556,224.32705988283413
557,164.09239419455923
558,111.74362259320102
559,67.25367188375836
560,45.183998972406265
561,5.79385939694774
562,1.6946767079372551
563,0.779445964770852
564,-0.016949544270344508
565,-0.18910568196824737
566,-0.17275076719086144
567,-0.014878162832550744
568,0.2101176124822904
569,0.08769247859373516
570,-0.4459133027070982
571,-0.4335769400390497
572,-0.5252062829915759
573,-0.3592398326522752
574,-0.4571638889346095
575,-0.45601377300332746
576,-0.4516908924588679
577,-0.45676573436478507
578,-0.5244107058117529
579,-0.5433543818004773
580,-0.49131974003320356
581,-0.30904861712184795
582,1.833662923752813
583,10.01797882503027
584,18.098047679694474
585,70.16112822406501
586,120.41619643419008
587,161.98480617720236
588,233.1999135763565
589,267.90420834504624
590,367.2521475120536
591,483.5713415330097
592,604.4700261092353
593,779.2082781000618
594,959.143016256451
595,1134.2103423868657
596,1426.0003604501376
597,1686.7414368396176
598,2101.1197907184296
599,2336.5956583517923
600,2530.5200886354473
601,2896.444995641777
602,3212.7502743017867
603,3513.232364887029
604,3723.4460407646525
605,4013.2686492549637
606,4212.987650830732
607,4426.9031127599455
608,4588.072615286162
609,4681.555787452187
610,4775.262830088508
611,4815.430428237343
612,4821.330722691691
613,4846.350718805252
614,4869.390658565326
615,4868.057203404482
616,4689.693793862211
617,4627.64909061797
618,4498.463799302033
619,4480.160127148623
620,4349.545706323488
621,4332.027112945134
622,4209.90973526663
623,4131.853932557922
624,4020.7062907680074
625,3886.927799353346
626,3797.63743455406
627,3677.3234976541617
628,3573.011736263314
629,3466.479656330606
630,3376.676765373552
631,3396.305933333495
632,3336.3490668435197
633,3230.0101256543476
634,3228.266227542763
635,2944.252286777708
636,2717.0886566425274
637,2496.409078546074
638,2271.352991028438
639,2091.305171478119
640,1752.032157079671
641,1491.8531582204794
642,1305.319496419936
643,1179.5834382492592
644,957.8707421760234
645,862.1869524621613
646,744.4247272356226
647,608.6617439342692
648,484.0906040630752
649,402.4011482234487
650,340.7926526502905
651,258.72099213552264
652,206.65925694775675
653,171.15794342201258
654,96.55934857363633
655,58.716236800393006
656,37.410165510304786
657,6.000951687638928
658,2.3672793013719007
659,1.5570662111567521
660,0.11125475934218465
661,3.594923747673585
662,0.6990939920389841
663,0.46055024433171377
664,4.9302603545669
665,4.1520181255499855
666,4.501323559522342
667,2.8176087876551934
668,2.387343803807751
669,3.2133691731794767
670,2.927471294441947
671,1.6872775760877208
672,9.578022514884031
673,9.496588375677684
674,9.212554395240753
675,9.433647720702309
676,10.844122594204453
677,10.848795247163983
678,12.534949326523968
679,13.21060940965761
680,17.08160519502124
681,30.405265947818076
682,42.45387208776254
683,54.528007724932564
684,70.81978103162702
685,97.11777828911485
686,106.90152601595071
687,125.09999600242966
688,152.58343413158647
689,184.68708379726849
690,184.1845456811932
691,212.21300324819342
692,255.983783643663
693,255.59471587959575
694,285.4124227412739
695,305.8201332564987
696,376.1017363568744
697,402.2266867219003
698,434.76989737048416
699,504.7419333638604
700,520.0735176873221
701,569.2061505347481
702,586.66752103112
703,611.0321008859262
704,652.146952156113
705,679.1043190316855
706,732.0470218066978
707,761.3513785693443
708,766.2697176097673
709,803.8391890637303
710,847.9982986998925
711,917.3539749246231
712,966.7100865501118
713,1048.8673750317625
714,1000.7648417207141
715,1080.8431559687858
716,1195.3476307693916
717,1396.6613017137565
718,1518.0968273365756
719,1514.944009106936
720,1508.1413140127768
721,1582.21003072943
722,1620.7352811306068
723,1836.4544935127092
724,1939.771676433704
725,2138.970168467905
726,2143.04967721644
727,2087.67580549378
728,1859.775825314047
729,1811.1991984157885
730,1755.5607884413575
731,1749.9539877092566
732,1805.557298495209
733,1689.2347873741444
734,1633.1995669240318
735,1521.3886812489732
736,1333.4878889191057
737,1166.4474024084543
738,1084.3271951413608
739,914.3037314756245
740,778.9286421672186
741,629.0472896021829
742,550.5057553698518
743,412.05155967630776
744,332.7342239509912
745,301.3206863575955
746,240.62506234321341
747,187.7695580136309
748,160.03172361913775
749,128.76146694600192
750,69.23502966574996
751,42.511651067480464
752,26.501636738290813
753,21.024155546181788
754,11.476978169156784
755,1.552682545477629
756,0.6597099799505364
757,0.15820541357219814
758,-0.2365418463963831
759,-0.24115017743049363
760,0.38964279665986246
761,0.39222019294060034
762,0.41438222429904487
763,0.39632283978730787
764,0.33018311064915884
765,0.2514878658637415
766,0.2167311614413616
767,0.35419432520221583
768,-1.5841020572189641
769,-1.570402398033053
770,-1.6570405754572097
771,-1.6245863865887706
772,-1.297871070799665
773,-2.0313479821531564
774,0.5668752919806076
775,3.668752361000385
776,28.61233553722241
777,55.952143386658975
778,85.65081238309803
779,99.70271338226667
780,144.22917021801499
781,183.87416066211335
782,212.73162764685537
783,284.3371393601932
784,339.17446751191784
785,388.4557879866128
786,438.2968278492331
787,540.9503004665835
788,630.7083566397032
789,663.9130153289245
790,690.9093517842009
791,801.4639267046073
792,948.3133612228514
793,1158.0758429606283
794,1373.4358140383588
795,1589.9750666266737
796,1734.2514609704951
797,1885.6566809846372
798,2103.632214239422
799,2234.4807920821854
800,2335.0717866701248
801,1828.0424415114535
802,1879.0823197219393
803,1874.9223777589962
804,1970.5977551331052
805,2351.6989631683045
806,2348.0711915349
807,2372.5526437701683
808,2407.6131043430405
809,2506.96182650115
810,2495.470000373013
811,2642.314528008611
812,2714.847175941606
813,2213.1016737406044
814,2330.522348946744
815,2315.064409449456
816,2418.371145369776
817,2856.958473686611
818,2769.0600636420095
819,2685.6933153320774
820,2608.2261962747434
821,2527.1106019278604
822,2490.8820145128884
823,2414.3714540688934
824,2301.585128153356
825,2266.2319366475813
826,2264.53780729968
827,2163.384711675197
828,1988.8700216815628
829,1412.4701869639412
830,1292.7963152607986
831,1142.1865753096015
832,1022.0406728186497
833,816.1233269939726
834,709.6275250394444
835,675.8647596396979
836,600.5728397877233
837,458.3135811951528
838,387.9966187344097
839,290.0422365149168
840,209.82340633527227
841,199.14153927148976
842,184.7947418860721
843,155.02174993904586
844,91.32337490612717
845,67.07077434004273
846,29.543150673773926
847,18.4918968237719
848,13.877292823971791
849,3.5463754909047327
850,2.9625976735062487
851,1.5044143247608874
852,1.5402614867711928
853,5.84652126353173
854,7.913227270724784
855,5.416455234008675
856,5.05590205903273
857,2.893341539072242
858,1.7925483787265801
859,1.72826845308547
860,5.6168095522899275
861,15.71885185318269
862,15.794393262704064
863,16.33910786448683
864,-0.4895189332388119
865,-0.4233435648984716
866,-0.628903399689857
867,-0.5022311135350462
868,-0.12105633871362842
869,2.485972927087538
870,3.8232938436448323
871,3.0067942897906184
872,32.29472891727811
873,38.30374535764186
874,50.64072226867702
875,60.50001978216956
876,122.87250286973736
877,151.78939809865224
878,169.83120014830274
879,170.01549072010624
880,206.55081765884748
881,219.1926705953896
882,238.4470046781559
883,262.30400166675076
884,310.1975651875112
885,375.3977709025337
886,382.6298697357752
887,459.80633974190687
888,560.6540205153602
889,703.5279181917119
890,772.5121382012858
891,831.8646209746003
892,884.097545465587
893,989.9306965557569
894,1053.3567228753557
895,1322.4320497197737
896,1643.7023556798154
897,1700.7561696012203
898,1833.171367587997
899,1762.9786708569577
900,1729.312598775295
901,1652.740863375364
902,1576.2545257997836
903,1536.0542537037322
904,1502.6077697002333
905,1432.062698224685
906,1326.9492482887304
907,1357.1956972573803
908,1379.7210846574499
909,1371.606125403492
910,1328.3600118512618
911,1276.3928199978877
912,1196.5432308124587
913,1096.804156143194
914,1043.3288037719935
915,1041.2339845720817
916,974.9751282328498
917,915.1927911132318
918,900.5364108811938
919,869.2874917299623
920,786.5750422119984
921,787.5075481831234
922,776.4048057984014
923,721.6808543266826
924,707.0044100579705
925,683.8584608108679
926,641.1880632979337
927,585.0329504531958
928,496.90045868330435
929,435.32223604876685
930,406.8578804414858
931,356.775595007653
932,302.54155413729274
933,278.00977570169476
934,250.23875809164292
935,198.44881929905102
936,187.47710904773558
937,159.7211707910703
938,135.03776298075036
939,131.05670380243754
940,93.36897242569114
941,49.27193625941722
942,36.94638086147651
943,8.461845146703649
944,15.471926697255405
945,-1.461338985226062
946,0.5257977076804103
947,0.45565141277901644
948,-0.3948250767911776
949,0.9731151733849823
950,0.4117141926966347
951,0.26156700577824765
952,1.2168373739180691
953,-0.6150071478720012
954,-1.5257450703487514
955,-1.8328948878479858
956,-1.8253049487607678
957,-1.2759989194428354
958,-0.5178202607854568
959,0.304209218706632
960,0.3351836052832167
961,-0.13939379935699278
962,-0.32435972594121765
963,-0.3072296184623018
964,0.12783293772232154
965,1.5192514901917413
966,2.1756858423893823
967,3.294795029028101
968,26.509516877915182
969,34.37256331265026
970,37.169850693165614
971,53.12912842502301
972,94.37686200025951
973,116.74103089118887
974,145.26131214818807
975,171.6429851654114
976,200.77778402101046
977,238.15032514542173
978,251.3885569348747
979,381.5883215298684
980,520.4010862864416
981,656.020029497168
982,735.8196985098323
983,832.5227760569026
984,1001.087031146797
985,1172.5165837042796
986,1435.7436139016977
987,1595.5159407887181
988,1755.622470185394
989,2025.873064177567
990,2087.195587941082
991,2174.264290357081
992,2207.332304311355
993,2214.3905029607586
994,2121.433596171637
995,2013.366086606477
996,1783.3029818930504
997,1329.1426344933568
998,1191.8526325529929
999,1254.6412031639625
1000,1320.9110652650616
1001,1329.2150809994773
1002,1338.6667475632048
1003,1474.8332980394125
1004,1562.28457452669
1005,1617.015549684012
1006,1804.7340878557804
1007,1727.6818572567445
1008,1802.6764030682411
1009,1973.5785362174033
1010,1903.2670700656913
1011,1848.6207815556534
1012,1778.3161594448234
1013,1680.8826559258441
1014,1552.7275790836618
1015,1508.6203044598778
1016,1427.5286608078466
1017,1360.0130863818217
1018,1365.268701251663
1019,1514.1891327103654
1020,1496.8865606129762
1021,1569.1487428456571
1022,1528.3140112629158
1023,1530.2224987950137
1024,1412.6737779515374
1025,1326.267670292149
1026,1225.3041533816481
1027,1077.0940141531873
1028,917.1754746660529
1029,809.1008489003615
1030,702.2106739847952
1031,571.2150552590927
1032,514.3669330509222
1033,419.40847568975266
1034,373.11574674714586
1035,312.1615717574451
1036,229.03210873794404
1037,187.09885338142732
1038,149.69358842302222
1039,98.29026477149
1040,65.41388635214231
1041,43.040803274041394
1042,7.379616486646507
1043,2.569861846703292
1044,0.1544468650122633
1045,0.3196943882137654
1046,0.5763962662432509
1047,-0.4041141117031758
1048,-0.5115699999615163
1049,-0.35462463267873723
